OTU_id,lineage,kingdom,genus,species
170886,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Acrosphaera|Acrosphaera+sp.,Eukaryota,Acrosphaera,sp.
74518,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Corycaeus|Corycaeus+speciosus,Eukaryota,Corycaeus,speciosus
98882,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
189453,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Oithona|Oithona+sp.,Eukaryota,Oithona,sp.
69000,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
83541,Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis,Eukaryota,Phaeocystis,NA
93940,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+omorii,Eukaryota,Acartia,omorii
39647,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
231412,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,Eukaryota,Acartia,negligens
40832,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,Eukaryota,Collozoum,serpentinum
144309,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+sp.,Eukaryota,Chaetoceros,sp.
169928,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Leptocylindrus,Eukaryota,Leptocylindrus,NA
83768,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Centropages|Centropages+furcatus,Eukaryota,Centropages,furcatus
127092,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,Eukaryota,Acartia,negligens
198107,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola|Solenicola+sp.,Eukaryota,Solenicola,sp.
155036,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
23299,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01,Eukaryota,Alexandrium,NA
75385,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|16|Gonyaulacaceae|Gonyaulax_04|sp.,Eukaryota,Gonyaulax,NA
169230,Eukaryota|Rhizaria|Radiolaria|RAD-B|RAD-B_X|Sticholonche|Sticholonche_X|Sticholonche_X+sp.,Eukaryota,Sticholonche,NA
181900,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
217350,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|13|Gymnodiniaceae|Cochlodinium_01|fulvescens,Eukaryota,Cochlodinium,NA
123629,Eukaryota|Opisthokonta|Metazoa|Urochordata|Urochordata_X|Appendicularia|Oikopleura|Oikopleura+dioica,Eukaryota,Oikopleura,dioica
9360,Eukaryota|Rhizaria|Radiolaria|RAD-B|RAD-B_X|Sticholonche|Sticholonche_X|Sticholonche_X+sp.,Eukaryota,Sticholonche,NA
157662,Eukaryota|Rhizaria|Cercozoa|Filosa-Phaeodarea|Phaeocystida|Aulacanthidae|Aulacantha|Aulacantha+scolymantha,Eukaryota,Aulacantha,scolymantha
181705,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,Eukaryota,Collozoum,serpentinum
146155,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Thalassicolla|Thalassicolla+nucleata,Eukaryota,Thalassicolla,nucleata
3649,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum,Eukaryota,Collozoum,NA
84792,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
91154,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
179440,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Noctilucales|04|Noctilucaceae|Noctiluca|scintillans,Eukaryota,Noctiluca,NA
86825,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,Eukaryota,Syndinium,sp.
226660,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
137903,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
169905,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Amphibelone|Amphibelone+anomala,Eukaryota,Amphibelone,anomala
115916,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,Eukaryota,Vampyrophrya,pelagica
238045,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,Eukaryota,Acartia,negligens
223539,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Eucampia,Eukaryota,Eucampia,NA
22224,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|conicum,Eukaryota,Protoperidinium,NA
3987,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+amoeboides,Eukaryota,Collozoum,amoeboides
122006,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
163143,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
187572,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Spumellarida|Spongodiscidae-Coccodiscidae|Hexacontium,Eukaryota,Hexacontium,NA
195314,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Spumellarida|Spongodiscidae-Coccodiscidae|Hexacontium,Eukaryota,Hexacontium,NA
165043,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
34604,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Eukaryota,Gonyaulax,NA
3313,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Rhizosolenia|Rhizosolenia+shrubsolei,Eukaryota,Rhizosolenia,shrubsolei
83609,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
238484,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|conicum,Eukaryota,Protoperidinium,NA
235777,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Hexaconus|Hexaconus+serratus,Eukaryota,Hexaconus,serratus
149987,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,Eukaryota,Acartia,negligens
90754,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros,Eukaryota,Chaetoceros,NA
94230,Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis|Phaeocystis+cordata,Eukaryota,Phaeocystis,cordata
98032,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02|inornatum,Eukaryota,Blastodinium,NA
76215,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Leptocylindrus|Leptocylindrus+convexus,Eukaryota,Leptocylindrus,convexus
186585,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02,Eukaryota,Protoperidinium,NA
18106,Eukaryota|Archaeplastida|Chlorophyta|Pyramimonadales|Pyramimonadales_X|Pyramimonadales_XX|Halosphaera|Halosphaera+sp.,Eukaryota,Halosphaera,sp.
80591,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
238968,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,Eukaryota,Vampyrophrya,pelagica
21083,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,Eukaryota,Collozoum,serpentinum
107550,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Noctilucales|04|Noctilucaceae|Noctiluca|scintillans,Eukaryota,Noctiluca,NA
33977,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
195429,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
49406,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Leptocylindrus,Eukaryota,Leptocylindrus,NA
137112,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola,Eukaryota,Solenicola,NA
21026,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+omorii,Eukaryota,Acartia,omorii
17281,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Spumellarida|Pyloniidae-Spongodiscidae|Phorticium|Phorticium+clevei,Eukaryota,Phorticium,clevei
10934,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+sp.,Eukaryota,Chaetoceros,sp.
72600,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-2|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
226722,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
199116,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|43|Peridiniaceae|Kryptoperidinium|foliaceum,Eukaryota,Kryptoperidinium,NA
120163,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
135261,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,Eukaryota,Collozoum,serpentinum
213371,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
142010,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Hexaconus|Hexaconus+serratus,Eukaryota,Hexaconus,serratus
9035,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Prorocentrales|13|Prorocentraceae|Prorocentrum_13|minimum,Eukaryota,Prorocentrum,NA
191916,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01|leei,Eukaryota,Alexandrium,NA
219588,Eukaryota|Archaeplastida|Chlorophyta|Pedinophyceae|Pedinomonadales|Pedinomonadales_X|Pedinomonas|Pedinomonas+minor,Eukaryota,Pedinomonas,minor
126422,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Prorocentrales|14|Prorocentraceae|Prorocentrum_14|emarginatum,Eukaryota,Prorocentrum,NA
114532,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Amphibelone,Eukaryota,Amphibelone,NA
119238,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Temora|Temora+turbinata,Eukaryota,Temora,turbinata
19596,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Temora|Temora+turbinata,Eukaryota,Temora,turbinata
218025,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Pulleniatinidae|Pulleniatina|Pulleniatina+obliquiloculata,Eukaryota,Pulleniatina,obliquiloculata
163887,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|26|Blastodiniaceae|Blastodinium_05|oviforme,Eukaryota,Blastodinium,NA
164158,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
14857,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Coscinodiscus|Coscinodiscus+radiatus,Eukaryota,Coscinodiscus,radiatus
71530,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Globigerinidae|Orbulina|Orbulina+universa,Eukaryota,Orbulina,universa
124287,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|punctulatum,Eukaryota,Protoperidinium,NA
223286,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-4|Euduboscquella|Euduboscquella+sp.,Eukaryota,Euduboscquella,sp.
226288,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,Eukaryota,Gymnodinium,NA
146341,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
216588,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros,Eukaryota,Chaetoceros,NA
121137,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
136392,Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis|Phaeocystis+antarctica,Eukaryota,Phaeocystis,antarctica
150176,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+pelagicum,Eukaryota,Collozoum,pelagicum
107081,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+longiremis,Eukaryota,Acartia,longiremis
157925,Eukaryota|Alveolata|Alveolata_X|Ellobiopsidae|Ellobiopsidae_X|Ellobiopsidae_XX|Ellobiopsis|Ellobiopsis+chattonii,Eukaryota,Ellobiopsis,chattonii
48893,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02,Eukaryota,Blastodinium,NA
186079,Eukaryota|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Metschnikowia|Metschnikowia+sp.,Eukaryota,Metschnikowia,sp.
48686,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01,Eukaryota,Alexandrium,NA
219954,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Dinophysiales|03|Dinophysiaceae|Dinophysis_03|acuminata,Eukaryota,Dinophysis,NA
220494,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira,Eukaryota,Thalassiosira,NA
185408,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Hexaconus|Hexaconus+serratus,Eukaryota,Hexaconus,serratus
137863,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|59|Gymnodiniaceae|Cochlodinium_02|polykrikoides,Eukaryota,Cochlodinium,NA
164014,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Suessiales|03|Suessiaceae|Pelagodinium,Eukaryota,Pelagodinium,NA
79939,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|26|Blastodiniaceae|Blastodinium_05|oviforme,Eukaryota,Blastodinium,NA
227075,Eukaryota|Rhizaria|Radiolaria|RAD-B|RAD-B_X|Sticholonche|Sticholonche|Sticholonche+sp.,Eukaryota,Sticholonche,sp.
202446,Eukaryota|Archaeplastida|Chlorophyta|Pyramimonadales|Pyramimonadales_X|Pyramimonadales_XX|Halosphaera|Halosphaera+sp.,Eukaryota,Halosphaera,sp.
208121,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Rhizosolenia|Rhizosolenia+setigera,Eukaryota,Rhizosolenia,setigera
174311,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|mangini,Eukaryota,Blastodinium,NA
68091,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|59|Gymnodiniaceae|Cochlodinium_02|polykrikoides,Eukaryota,Cochlodinium,NA
11540,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|05|Blastodiniaceae|Blastodinium_01|contortum,Eukaryota,Blastodinium,NA
229706,Eukaryota|Alveolata|Ciliophora|Spirotrichea|Choreotrichia|Xystonellidae|Xystonella|Xystonella+longicauda,Eukaryota,Xystonella,longicauda
166410,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
82234,Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Phaeocystales|Phaeocystaceae|Phaeocystis,Eukaryota,Phaeocystis,NA
112070,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+muellerii,Eukaryota,Chaetoceros,muellerii
132370,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola,Eukaryota,Solenicola,NA
131685,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola,Eukaryota,Solenicola,NA
97465,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira,Eukaryota,Thalassiosira,NA
208720,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|thulesense,Eukaryota,Protoperidinium,NA
167132,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
130034,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa|Lithomelissa+sp.,Eukaryota,Lithomelissa,sp.
223343,Eukaryota|Rhizaria|Radiolaria|RAD-B|RAD-B_X|Sticholonche|Sticholonche_X|Sticholonche_X+sp.,Eukaryota,Sticholonche,NA
118333,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros|Chaetoceros+muellerii,Eukaryota,Chaetoceros,muellerii
59642,Eukaryota|Alveolata|Ciliophora|Spirotrichea|Choreotrichia|Tintinnidae|Eutintinnus|Eutintinnus+tenuis,Eukaryota,Eutintinnus,tenuis
25213,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
219099,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
181529,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Eukaryota,Gonyaulax,NA
227508,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-4|Euduboscquella|Euduboscquella+cachoni,Eukaryota,Euduboscquella,cachoni
144326,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collosphaera|Collosphaera+globularis-huxleyi,Eukaryota,Collosphaera,globularis-huxleyi
58042,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|leonis,Eukaryota,Protoperidinium,NA
112803,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
120779,Eukaryota|Archaeplastida|Chlorophyta|Pedinophyceae|Pedinomonadales|Pedinomonadales_X|Pedinomonas|Pedinomonas+minor,Eukaryota,Pedinomonas,minor
138964,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Eukaryota,Gonyaulax,NA
236895,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
139801,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|16|Peridiniaceae|Scrippsiella_02|sp.,Eukaryota,Scrippsiella,NA
110630,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|16|Gonyaulacaceae|Gonyaulax_04|sp.,Eukaryota,Gonyaulax,NA
171296,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
98791,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02,Eukaryota,Protoperidinium,NA
225690,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Thalassicolla|Thalassicolla+pellucida,Eukaryota,Thalassicolla,pellucida
100948,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
77147,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
160218,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
216370,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
164033,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|punctulatum,Eukaryota,Protoperidinium,NA
191320,Eukaryota|Alveolata|Ciliophora|Spirotrichea|Choreotrichia|Tintinnidae|Eutintinnus|Eutintinnus+fraknoi,Eukaryota,Eutintinnus,fraknoi
79112,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa|Lithomelissa+sp.,Eukaryota,Lithomelissa,sp.
16840,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02|fundyense,Eukaryota,Alexandrium,NA
104482,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+danae,Eukaryota,Acartia,danae
31619,Eukaryota|Rhizaria|Cercozoa|Endomyxa-Phytomyxea|Phagomyxida|Phagomyxidae|Phagomyxa|Phagomyxa+sp.,Eukaryota,Phagomyxa,sp.
49227,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
39773,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
166754,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
18384,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01|ostenfeldii,Eukaryota,Alexandrium,NA
1313,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola|Solenicola+sp.,Eukaryota,Solenicola,sp.
134459,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|19|Ceratiaceae|Protoceratium_01|reticulatum,Eukaryota,Protoceratium,NA
219824,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
189654,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Prorocentrales|03|Prorocentraceae|Prorocentrum_03|bimaculatum,Eukaryota,Prorocentrum,NA
97521,Eukaryota|Alveolata|Ciliophora|Spirotrichea|Choreotrichia|Tintinnidae|Eutintinnus|Eutintinnus+fraknoi,Eukaryota,Eutintinnus,fraknoi
41879,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
